start_station_name,member_casual,number_of_rides
Broadway & Barry Ave,member,18463
Clinton St & Madison St,member,19238
Wells St & Elm St,member,19494
Shedd Aquarium,casual,19632
Ellis Ave & 60th St,member,20185
Loomis St & Lexington St,member,20489
University Ave & 57th St,member,21155
Wells St & Concord Ln,member,21548
Clinton St & Washington Blvd,member,21819
DuSable Lake Shore Dr & North Blvd,casual,22751
Clark St & Elm St,member,22852
Millennium Park,casual,24297
Michigan Ave & Oak St,casual,24491
Kingsbury St & Kinzie St,member,24911
DuSable Lake Shore Dr & Monroe St,casual,31310
Streeter Dr & Grand Ave,casual,55187
